,Cómo leer esta validación,Unnamed: 1,Unnamed: 2
0,,,
1,Elemento,Definición,Interpretación
2,Baseline greedy,El modelo elige top-1 en cada paso.,Los 20 problemas incluidos fallaron con este baseline.
3,Rama top-2,"Se mantiene el prefijo, se fuerza top-2 en una posición y se continúa greedy.",Una rama PASS constituye una recuperación local contrafactual.
4,Lookahead,Continuación corta de 12 tokens para todas las posiciones elegibles.,Sirve para ordenar; no determina por sí mismo si el programa pasa.
5,Presupuesto k,Cantidad máxima de ramas completas por problema.,Todos los selectores se comparan con el mismo k.
6,Problema recuperado,Al menos una rama seleccionada pasó los tests base.,Es la métrica primaria por problema.
7,Precisión de rama,Ramas PASS / ramas nominales seleccionadas.,"Mide densidad de ramas útiles, no cobertura del oracle."
8,No evaluada completa,La posición tiene lookahead pero no rama completa.,No debe interpretarse como FAIL.
9,Límite,No se completaron todas las 1.649 posiciones ni se ejecutó HumanEval+.,Todavía no conocemos el oracle exhaustivo ni la robustez reforzada.
10,,,
11,Fuentes reproducibles,,
12,Archivo,Contenido,Ruta de origen
13,validation_report.json,Configuración y resultados agregados,frozen_selector_validation_checkpoint (1).zip
14,branches.jsonl,255 ramas completas únicas,frozen_selector_validation_checkpoint (1).zip
15,lookaheads.jsonl,1.649 posiciones con continuación corta,frozen_selector_validation_checkpoint (1).zip
,Validación de branching adaptativo — 20 problemas,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
0,Qwen2.5-Coder-7B · HumanEval/26 excluido por desarrollo · tests base de HumanEval,,,,,,,,,Selector,Problemas recuperados,
1,,,,,,,,,,Semántico,10,
2,Problemas,,Lookaheads cortos,,Ramas completas,,Posiciones sin rama completa,,,Entropía,10,
3,20,,1649,,255,,1394,,,Margen,10,
4,,,,,,,,,,Aleatorio,6,
5,,,,,,,,,,,,
6,Selector,Problemas recuperados,Tasa,Ramas PASS,Ramas nominales,Precisión de rama,Brecha vs random,Lectura,,,,
7,Semántico,10,0.5,15,100,0.15,4,"Complementario, pero no superior a entropía",,,,
8,Entropía,10,0.5,21,100,0.21,4,Mejor con presupuestos pequeños,,,,
9,Margen,10,0.5,21,100,0.21,4,Casi redundante con entropía,,,,
10,Aleatorio,6,0.3,7,100,0.07,0,Control de referencia,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
13,Conclusión defendible,,,,,,,,,,,
14,"Cambiar una decisión top-1 por top-2 recuperó 10 de 20 problemas con cinco ramas. El selector semántico superó al control aleatorio, pero empató con entropía y margen. Su valor potencial es aportar trayectorias diferentes para una política híbrida.",,,,,,,,,,,
15,,,,,,,,,,,,
16,,,,,,,,,,,,
17,,,,,,,,,,,,
18,,,,,,,,,,Selector,PASS,FAIL
19,,,,,,,,,,Semántico,15,85
20,,,,,,,,,,Entropía,21,79
21,,,,,,,,,,Margen,21,79
22,,,,,,,,,,Aleatorio,7,93
,task_id,selector,rank,position,branch_passed,recovered_within_k,Unnamed: 6,Ramas permitidas,Semántico,Entropía,Margen,Aleatorio,Unnamed: 12,Ramas permitidas.1,Semántico.1,Entropía.1,Margen.1,Aleatorio.1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
206,HumanEval/77,7,"):
","):
",0.006073536351323128,0.9990155998093542,0.13888888888888887,0,0,0,0,1,1.2802945599996747,"Traceback (most recent call last):
  File ""/tmp/tmpnskdvv9k/candidate.py"", line 33, in <module>
    check(iscube)
  File ""/tmp/tmpnskdvv9k/candidate.py"", line 21, in check
    assert candidate(-1) == True, ""Third test error: "" + str(candidate(-1))
           ^^^^^^^^^^^^^
  File ""/tmp/tmpnskdvv9k/candidate.py"", line 14, in iscube
    return round(a ** (1/3)) ** 3 == a
           ^^^^^^^^^^^^^^^^^
TypeError: type complex doesn't define __round__ method","```python
def iscube(a):
    return round(a ** (1/3)) ** 3 == a
```"
207,HumanEval/77,4, is, cube,0.00010392363765276968,0.999992028226302,0.5,0,0,0,0,1,2.1882429699999193,"Traceback (most recent call last):
  File ""/tmp/tmpfzrdfisp/candidate.py"", line 33, in <module>
    check(iscube)
  File ""/tmp/tmpfzrdfisp/candidate.py"", line 19, in check
    assert candidate(1) == True, ""First test error: "" + str(candidate(1))
           ^^^^^^^^^^^^
  File ""/tmp/tmpfzrdfisp/candidate.py"", line 14, in iscube
    return cube_root(a) ** 3 == a
           ^^^^^^^^^
NameError: name 'cube_root' is not defined","```python
def cube_root(n):
    return round(n ** (1/3))

def iscube(a):
    return cube_root(a) ** 3 == a
```"
208,HumanEval/77,5,cube,_cube,0.0004429569817148149,0.999947889466057,0.3333333333333333,0,0,0,0,1,1.4070617929992295,"Traceback (most recent call last):
  File ""/tmp/tmpf69m3fqx/candidate.py"", line 33, in <module>
    check(iscube)
          ^^^^^^
NameError: name 'iscube' is not defined. Did you mean: 'is_cube'?","```python
def is_cube(a):
    return round(a ** (1/3)) ** 3 == a
```"
209,HumanEval/77,10, round, int,0.2206404209136963,0.9242889508605003,0.7222222222222223,0,1,1,1,0,1.2771429150006952,"Traceback (most recent call last):
  File ""/tmp/tmp46qscgzs/candidate.py"", line 33, in <module>
    check(iscube)
  File ""/tmp/tmp46qscgzs/candidate.py"", line 21, in check
    assert candidate(-1) == True, ""Third test error: "" + str(candidate(-1))
           ^^^^^^^^^^^^^
  File ""/tmp/tmp46qscgzs/candidate.py"", line 14, in iscube
    return int(round(a ** (1. / 3))) ** 3 == a
               ^^^^^^^^^^^^^^^^^^^^
TypeError: type complex doesn't define __round__ method","```python
def iscube(a):
    return int(round(a ** (1. / 3))) ** 3 == a
```"
210,HumanEval/77,12, **,**(,0.01047629863023758,0.9972601084737107,0.6388888888888888,0,0,1,1,1,0.8191536719996293,"Traceback (most recent call last):
  File ""/tmp/tmp2d2tt8vs/candidate.py"", line 33, in <module>
    check(iscube)
  File ""/tmp/tmp2d2tt8vs/candidate.py"", line 21, in check
    assert candidate(-1) == True, ""Third test error: "" + str(candidate(-1))
           ^^^^^^^^^^^^^
  File ""/tmp/tmp2d2tt8vs/candidate.py"", line 14, in iscube
    return round(a**(1/3))**3 == a
           ^^^^^^^^^^^^^^^
TypeError: type complex doesn't define __round__ method","```python
def iscube(a):
    return round(a**(1/3))**3 == a
```"
211,HumanEval/77,11,(a,(abs,0.025779176503419876,0.9933409832883626,0.8611111111111112,1,1,1,1,0,1.2109765760005757,,"```python
def iscube(a):
    return round(abs(a) ** (1/3)) ** 3 == abs(a)
```"
212,HumanEval/77,9, return, if,0.9722856879234314,0.47950761020183563,0.75,1,1,1,1,0,2.8605352700005824,,"```python
def iscube(a):
    if a == 0:
        return True
    abs_a = abs(a)
    cube_root = round(abs_a ** (1/3))
    return cube_root ** 3 == abs_a
```"
213,HumanEval/77,6,(a,(n,0.0006947941146790981,0.9998753730687895,0.6805555555555557,1,1,0,0,1,3.055536306999784,,"```python
def iscube(n):
    if n == 0:
        return True
    abs_n = abs(n)
    cube_root = round(abs_n ** (1/3))
    return cube_root ** 3 == abs_n
```"
214,HumanEval/77,3,def,import,0.33674201369285583,0.8138073831796646,0.8055555555555555,1,1,1,1,0,3.42384194799979,,"```python
import math

def iscube(a):
    if a == 0:
        return True
    abs_a = abs(a)
    cube_root = round(abs_a ** (1/3))
    return cube_root ** 3 == abs_a
```"
215,HumanEval/81,17, for, grade,0.05042414739727974,0.9829746019095182,0.9166666666666666,0,1,1,1,0,11.16785598899969,"Traceback (most recent call last):
  File ""/tmp/tmpz5ro5qqu/candidate.py"", line 42, in <module>
    check(numerical_letter_grade)
  File ""/tmp/tmpz5ro5qqu/candidate.py"", line 30, in check
    assert candidate([4.0, 3, 1.7, 2, 3.5]) == ['A+', 'B', 'C-', 'C', 'A-']
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError","```python
def numerical_letter_grade(grades):
    letter_grades = []
    grade_scale = [
        (4.0, 'A+'), (3.7, 'A'), (3.3, 'A-'), (3.0, 'B+'), (2.7, 'B'),
        (2.3, 'B-'), (2.0, 'C+'), (1.7, 'C'), (1.3, 'C-'), (1.0, 'D+'),
        (0.7, 'D'), (0.0, 'D-'), (-1, 'E')
    ]
    for gpa in grades:
        for threshold, grade in grade_scale:
            if gpa > threshold:
                letter_grades.append(grade)
                break
    return letter_grades
```"
216,HumanEval/81,112,.append,.ap,4.270021236152388e-06,0.9999997084235659,0.9139118457300276,0,1,0,0,0,0.6248111309996602,"Traceback (most recent call last):
  File ""/tmp/tmp749e668r/candidate.py"", line 42, in <module>
    check(numerical_letter_grade)
  File ""/tmp/tmp749e668r/candidate.py"", line 30, in check
    assert candidate([4.0, 3, 1.7, 2, 3.5]) == ['A+', 'B', 'C-', 'C', 'A-']
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/tmp/tmp749e668r/candidate.py"", line 25, in numerical_letter_grade
    letter_grades.appe
AttributeError: 'list' object has no attribute 'appe'. Did you mean: 'append'?","```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.appe
```"
217,HumanEval/81,216,0,1,1.654474181123078e-05,0.9999983556161283,0.6067493112947658,0,0,0,0,1,3.2470191159991373,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 1.0:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('"
218,HumanEval/81,195, >, >=,5.4784562962595373e-05,0.999992101004409,0.44834710743801653,0,0,0,0,1,4.609172467999997,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa >= 1.0:
            letter_grades.append('D+')
        elif gpa >= 0.7:
            letter_grades.append('D')
        elif gpa >= 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('"
219,HumanEval/81,111,ades,aders,9.916573162627174e-07,0.9999999715466519,0.19490358126721766,0,0,0,0,1,10.310027495999748,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_graders.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('"
220,HumanEval/81,91,_gr,_grade,2.9587832614197396e-05,0.999997511644608,0.628099173553719,0,0,0,0,1,11.6679864000007,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grade.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('E"
221,HumanEval/81,28, ,4,2.0556239178404212e-05,0.9999981552332997,0.7561983471074379,0,0,0,0,1,15.848882171999321,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa ==4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('E"
222,HumanEval/81,27, ==, >=,0.05630631744861603,0.979955323971808,0.44834710743801653,0,0,1,1,0,15.925422876999619,SyntaxError: unterminated string literal (detected at line 29) at line 29,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa >= 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('"
223,HumanEval/81,230, g, ,3.8089114241302013e-05,0.9999964059493323,0.9173553719008264,0,1,0,0,0,2.2837003450003976,SyntaxError: expected an indented block after 'else' statement on line 28 at line 28,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif 0.0 <= gpa < 0.7:
            letter_grades.append('D-')
        else:
           "
224,HumanEval/81,62, g, ,4.915671161143109e-05,0.9999953102227437,0.9173553719008264,0,1,0,0,0,13.572126755999307,SyntaxError: expected ':' at line 24,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif 3.3 < gpa <= 3.7:
            letter_grades.append('A-')
        elif 3.0 < gpa <= 3.3:
            letter_grades.append('B+')
        elif 2.7 < gpa <= 3.0:
            letter_grades.append('B')
        elif 2.3 < gpa <= 2.7:
            letter_grades.append('B-')
        elif 2.0 < gpa <= 2.3:
            letter_grades.append('C+')
        elif 1.7 < gpa <= 2.0:
            letter_grades.append('C')
        elif 1.3 < gpa <= 1.7:
            letter_grades.append('C-')
        elif 1.0 < gpa <= 1.3:
            letter_grades.append('D+')
        elif 0.7"
225,HumanEval/81,11, letter, return,0.9697808027267456,0.5509086400270462,0.9235537190082646,1,1,1,1,0,9.912941335999676,,"```python
def numerical_letter_grade(grades):
    return ['A+' if g == 4.0 else 'A' if g > 3.7 else 'A-' if g > 3.3 else 'B+' if g > 3.0 else 'B' if g > 2.7 else 'B-' if g > 2.3 else 'C+' if g > 2.0 else 'C' if g > 1.7 else 'C-' if g > 1.3 else 'D+' if g > 1.0 else 'D' if g > 0.7 else 'D-' if g > 0.0 else 'E' for g in grades]
```"
226,HumanEval/81,32,":
",:,0.05849817022681236,0.979002638719976,0.5798898071625344,1,0,1,1,0,15.33122184199965,,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for gpa in grades:
        if gpa == 4.0: letter_grades.append('A+')
        elif gpa > 3.7: letter_grades.append('A')
        elif gpa > 3.3: letter_grades.append('A-')
        elif gpa > 3.0: letter_grades.append('B+')
        elif gpa > 2.7: letter_grades.append('B')
        elif gpa > 2.3: letter_grades.append('B-')
        elif gpa > 2.0: letter_grades.append('C+')
        elif gpa > 1.7: letter_grades.append('C')
        elif gpa > 1.3: letter_grades.append('C-')
        elif gpa > 1.0: letter_grades.append('D+')
        elif gpa > 0.7: letter_grades.append('D')
        elif gpa > 0.0: letter_grades.append('D-')
        else: letter_grades.append('E')
    return letter_grades
```"
227,HumanEval/81,18, g, grade,0.0797179639339447,0.970260894857347,0.8443526170798897,1,0,1,1,0,16.305610825000258,,"```python
def numerical_letter_grade(grades):
    letter_grades = []
    for grade in grades:
        if grade == 4.0:
            letter_grades.append('A+')
        elif grade > 3.7:
            letter_grades.append('A')
        elif grade > 3.3:
            letter_grades.append('A-')
        elif grade > 3.0:
            letter_grades.append('B+')
        elif grade > 2.7:
            letter_grades.append('B')
        elif grade > 2.3:
            letter_grades.append('B-')
        elif grade > 2.0:
            letter_grades.append('C+')
        elif grade > 1.7:
            letter_grades.append('C')
        elif grade > 1.3:
            letter_grades.append('C-')
        elif grade > 1.0:
            letter_grades.append('D+')
        elif grade > 0.7:
            letter_grades.append('D')
        elif grade > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('E')
    return letter_grades
```"
228,HumanEval/93,25,.is, in,0.14359045028686523,0.9596802899613976,0.6160337552742616,0,0,0,0,1,4.71277087999988,"Traceback (most recent call last):
  File ""/tmp/tmpxrflpj97/candidate.py"", line 39, in <module>
    check(encode)
  File ""/tmp/tmpxrflpj97/candidate.py"", line 29, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char in vowels:
            index = (vowels.index(char) + 2) % len(vowels)
            encoded_message += vowels[index].upper() if char.islower() else vowels[index].lower()
        elif char.isalpha():
            encoded_message += char.swapcase()
        else:
            encoded_message += char
    return encoded_message"
229,HumanEval/93,67,(',(v,0.6862329840660095,0.20747044682502747,0.660337552742616,0,0,1,1,0,2.591038397000375,"Traceback (most recent call last):
  File ""/tmp/tmpr9ic936w/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmpr9ic936w/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char = chr(ord(vowels[(index + 2) % len(vowels)]) + (1 if char.islower() else -1))
        encoded_message += char
    return encoded_message"
230,HumanEval/93,66,(ord,((,1.1731834411621094,0.3322557955980301,0.7109704641350211,0,0,1,1,0,2.323259999999209,"Traceback (most recent call last):
  File ""/tmp/tmpp1f2ltr9/candidate.py"", line 42, in <module>
    check(encode)
  File ""/tmp/tmpp1f2ltr9/candidate.py"", line 32, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char = chr((index + 2) % 5 + ord('a'))
                if char.isupper():
                    char = char.upper()
    return encoded_message.join(char)"
231,HumanEval/93,58, vowels, (,0.6657034754753113,0.26658594608306885,0.8354430379746836,0,1,0,1,1,2.3022201550002137,"Traceback (most recent call last):
  File ""/tmp/tmpozi3z9f1/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmpozi3z9f1/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = (vowels.index(char) + 2) % len(vowels)
                char = vowels[index]
        encoded_message += char
    return encoded_message"
232,HumanEval/93,46, char,(char,1.703559246379882e-05,0.9999987805533976,0.18143459915611815,0,0,0,0,1,3.214183936000154,"Traceback (most recent call last):
  File ""/tmp/tmpo2ico9kf/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmpo2ico9kf/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char =(char.lower())
            if char in vowels:
                index = vowels.index(char)
                char = chr(ord(vowels[(index + 2) % len(vowels)]))
        encoded_message += char
    return encoded_message"
233,HumanEval/93,65, chr, vowels,0.43231213092803955,0.6955353021621704,0.79957805907173,0,1,0,0,1,1.7811963290005224,"Traceback (most recent call last):
  File ""/tmp/tmpc66_0unm/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmpc66_0unm/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char = vowels[(index + 2) % len(vowels)].upper()
        encoded_message += char
    return encoded_message"
234,HumanEval/93,12, encoded, shifted,2.125659465789795,0.03160718083381653,0.7869198312236287,0,0,1,1,0,8.741602426999634,"Traceback (most recent call last):
  File ""/tmp/tmpapmz2k1x/candidate.py"", line 43, in <module>
    check(encode)
  File ""/tmp/tmpapmz2k1x/candidate.py"", line 33, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    shifted_vowels = {v: chr((ord(v) - 97 + 2) % 26 + 97) for v in vowels}
    shifted_vowels.update({v.upper(): shifted_vowels[v].upper() for v in vowels})
    
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                encoded_message += shifted_vowels.get(char, char).upper()
            else:
                encoded_message += shifted_vowels.get(char.lower(), char.lower()).upper()
        else:
            encoded_message += char
    
    return encoded_message"
235,HumanEval/93,73, +,+,0.000829768308904022,0.9998815770923102,0.6476793248945147,0,0,0,0,1,1.33144975399955,"Traceback (most recent call last):
  File ""/tmp/tmp92uf7fdl/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmp92uf7fdl/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char = chr(ord('a') + (index+2) % 26)
        encoded_message += char
    return encoded_message"
236,HumanEval/93,15," ''
"," []
",0.7422138452529907,0.6726295053958893,0.09071729957805907,0,0,1,0,0,5.384347643000183,"Traceback (most recent call last):
  File ""/tmp/tmp5jko2ms5/candidate.py"", line 41, in <module>
    check(encode)
  File ""/tmp/tmp5jko2ms5/candidate.py"", line 31, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = []
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char = chr(ord('a') + (index + 2) % 26)
        encoded_message.append(char)
    return ''.join(encoded_message)"
237,HumanEval/93,64, =, +=,3.0258939659688622e-05,0.9999981546238246,0.8016877637130801,0,1,0,0,0,2.3169098839998696,"Traceback (most recent call last):
  File ""/tmp/tmp45sppavn/candidate.py"", line 43, in <module>
    check(encode)
  File ""/tmp/tmp45sppavn/candidate.py"", line 33, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^
  File ""/tmp/tmp45sppavn/candidate.py"", line 24, in encode
    char += 2
TypeError: can only concatenate str (not ""int"") to str","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
                char += 2
                if char > 'Z':
                    char = chr(ord(char) - 26)
        encoded_message += char
    return encoded_message"
238,HumanEval/93,62,               ,           ,2.5450915927649476e-05,0.9999975511840375,0.8649789029535864,0,1,0,0,0,3.5269700110002304,"Traceback (most recent call last):
  File ""/tmp/tmp40_nr5jp/candidate.py"", line 44, in <module>
    check(encode)
  File ""/tmp/tmp40_nr5jp/candidate.py"", line 35, in check
    assert candidate('Mudasir') == 'mWDCSKR', ""This prints if this assert fails 2 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 2 (good for debugging!)","def encode(message):
    vowels = 'aeiou'
    encoded_message = ''
    for char in message:
        if char.isalpha():
            if char.islower():
                char = char.upper()
            else:
                char = char.lower()
            if char in vowels:
                index = vowels.index(char)
            else:
                index = -1
            if index != -1:
                char = chr((ord(char) - 97 + 2) % 26 + 97)
        encoded_message += char
    return encoded_message"
